business_unit,line_item,month,budget,actual,forecast,variance_vs_budget,variance_vs_budget_pct,variance_vs_forecast,variance_vs_forecast_pct
Digital Products,Revenue,2025-04-01,425000.0,431567.53,,6567.530000000028,0.015453011764705949,,
Digital Products,Revenue,2025-05-01,429250.0,427332.65,,-1917.3499999999767,-0.004466744321490918,,
Digital Products,Revenue,2025-06-01,433542.5,383630.37,,-49912.130000000005,-0.11512626789761098,,
Digital Products,Revenue,2025-07-01,437877.93,437181.33,414176.85000000003,-696.5999999999767,-0.0015908543278259691,23004.47999999998,0.05554265044026478
Digital Products,Revenue,2025-08-01,442256.7,443854.94,416048.1166666667,1598.2399999999907,0.0036138288012369075,27806.823333333305,0.06683559477715852
Digital Products,Revenue,2025-09-01,446679.27,512696.02,421555.5466666667,66016.75,0.1477945237978024,91140.47333333333,0.2162003893769191
Digital Products,Revenue,2025-10-01,451146.06,445939.09,464577.43,-5206.969999999972,-0.011541650169791957,-18638.339999999967,-0.04011890978001227
Digital Products,Revenue,2025-11-01,455657.52,463901.66,467496.68333333335,8244.139999999956,0.018092843063360297,-3595.0233333333745,-0.007689944039175268
Digital Products,Revenue,2025-12-01,460214.1,459255.61,474178.92333333334,-958.4899999999907,-0.0020827045499040354,-14923.313333333354,-0.03147190353469743
Digital Products,Revenue,2026-01-01,464816.24,432223.01,456365.4533333333,-32593.22999999998,-0.07012067822759373,-24142.4433333333,-0.05290155763762304
Digital Products,Revenue,2026-02-01,469464.4,375571.52,451793.4266666666,-93892.88,-0.2,-76221.90666666656,-0.16870964066261884
Digital Products,Revenue,2026-03-01,474159.05,495551.2,422350.0466666667,21392.150000000023,0.04511597954315123,73201.15333333332,0.17331868176897874
Digital Products,Revenue,2026-04-01,478900.64,501630.18,434448.57666666666,22729.53999999998,0.047461911932295556,67181.60333333333,0.15463649081046207
Digital Products,Revenue,2026-05-01,483689.64,457297.97,457584.3,-26391.670000000042,-0.0545632319104458,-286.3300000000163,-0.0006257426227255094
Digital Products,Revenue,2026-06-01,488526.54,529644.68,484826.45,41118.14000000007,0.08416766876166047,44818.23000000004,0.09244180056595518
Digital Products,Revenue,2026-07-01,493411.81,451910.41,496190.94333333336,-41501.40000000002,-0.08411107954631249,-44280.533333333384,-0.0892409140639764
Digital Products,Revenue,2026-08-01,498345.92,515893.39,479617.6866666667,17547.47000000003,0.0352114250278201,36275.70333333331,0.07563462387187746
Digital Products,Revenue,2026-09-01,503329.38,569480.62,499149.49333333335,66151.23999999999,0.1314273369061031,70331.12666666665,0.14090192939392476
Enterprise Services,COGS,2025-04-01,242000.0,267941.72,,25941.719999999972,0.10719719008264451,,
Enterprise Services,COGS,2025-05-01,243936.0,251667.78,,7731.779999999999,0.031695936639118454,,
Enterprise Services,COGS,2025-06-01,245887.49,220989.63,,-24897.859999999986,-0.10125712373573778,,
Enterprise Services,COGS,2025-07-01,247854.59,250165.27,246866.37666666668,2310.679999999993,0.00932272426344815,3298.8933333333116,0.013363072678737733
Enterprise Services,COGS,2025-08-01,249837.42,241570.47,240940.8933333333,-8266.950000000012,-0.03308931864570172,629.5766666666896,0.0026129921656582065
Enterprise Services,COGS,2025-09-01,251836.12,262569.8,237575.12333333332,10733.679999999993,0.04262168588048447,24994.676666666666,0.10520746581533923
Enterprise Services,COGS,2025-10-01,253850.81,243791.71,251435.17999999996,-10059.100000000006,-0.039626030738290755,-7643.469999999972,-0.030399365753034136
Enterprise Services,COGS,2025-11-01,255881.62,254413.67,249310.66,-1467.9499999999825,-0.005736832524352404,5103.010000000009,0.02046847896515941
Enterprise Services,COGS,2025-12-01,257928.67,264441.21,253591.72666666665,6512.540000000008,0.025249383870354573,10849.483333333366,0.042783270085125676
Enterprise Services,COGS,2026-01-01,259992.1,271246.58,254215.53,11254.48000000001,0.04328777682091114,17031.050000000017,0.06699453019254968
Enterprise Services,COGS,2026-02-01,262072.04,246343.83,263367.1533333333,-15728.210000000021,-0.060014834089130685,-17023.323333333334,-0.06463723026154135
Enterprise Services,COGS,2026-03-01,264168.61,259750.38,260677.20666666667,-4418.229999999981,-0.016725037846093756,-926.8266666666605,-0.003555457258876542
Enterprise Services,COGS,2026-04-01,266281.96,259958.5,259113.59666666665,-6323.460000000021,-0.023747233947053793,844.90333333335,0.0032607448787037798
Enterprise Services,COGS,2026-05-01,268412.22,259644.14,255350.90333333332,-8768.079999999958,-0.03266647099748275,4293.236666666693,0.016813085877602444
Enterprise Services,COGS,2026-06-01,270559.52,294442.54,259784.34,23883.01999999996,0.08827270243530873,34658.19999999998,0.13341142887981616
Enterprise Services,COGS,2026-07-01,272723.99,278246.4,271348.3933333333,5522.410000000033,0.020249080398097846,6898.006666666712,0.025421218021338985
Enterprise Services,COGS,2026-08-01,274905.79,257574.57,277444.36,-17331.219999999972,-0.06304421598395571,-19869.78999999998,-0.07161720641933388
Enterprise Services,COGS,2026-09-01,277105.03,289822.24,276754.50333333336,12717.209999999963,0.045893104141776,13067.736666666635,0.04721779233679667
Enterprise Services,Headcount Cost,2025-04-01,99000.0,104059.55,,5059.550000000003,0.05110656565656568,,
Enterprise Services,Headcount Cost,2025-05-01,99594.0,97237.32,,-2356.679999999993,-0.023662871257304586,,
Enterprise Services,Headcount Cost,2025-06-01,100191.56,102384.15,,2192.5899999999965,0.0218839790497323,,
Enterprise Services,Headcount Cost,2025-07-01,100792.71,99977.53,101227.00666666667,-815.1800000000076,-0.008087688087759596,-1249.4766666666692,-0.012343313388502211
Enterprise Services,Headcount Cost,2025-08-01,101397.47,100514.58,99866.33333333333,-882.8899999999994,-0.00870721922351711,648.2466666666733,0.006491143161359083
Enterprise Services,Headcount Cost,2025-09-01,102005.85,106489.12,100958.75333333334,4483.2699999999895,0.0439511067257416,5530.366666666654,0.054778476200148404
Enterprise Services,Headcount Cost,2025-10-01,102617.89,106005.99,102327.07666666666,3388.100000000006,0.03301666015545638,3678.913333333345,0.03595249129726933
Enterprise Services,Headcount Cost,2025-11-01,103233.6,106592.86,104336.56333333334,3359.2599999999948,0.03254037445172884,2256.2966666666616,0.021625177163045607
Enterprise Services,Headcount Cost,2025-12-01,103853.0,109276.11,106362.65666666666,5423.110000000001,0.0522190981483443,2913.4533333333384,0.027391693895573735
Enterprise Services,Headcount Cost,2026-01-01,104476.12,104563.89,107291.65333333334,87.77000000000407,0.0008400962822892359,-2727.763333333336,-0.02542381675169764
Enterprise Services,Headcount Cost,2026-02-01,105102.97,107969.98,106810.95333333332,2867.0099999999948,0.027278106413167913,1159.026666666672,0.010851196721834386
Enterprise Services,Headcount Cost,2026-03-01,105733.59,104421.37,107269.99333333333,-1312.2200000000012,-0.012410625611028635,-2848.6233333333366,-0.026555640070578326
Enterprise Services,Headcount Cost,2026-04-01,106367.99,79775.99,105651.74666666666,-26592.0,-0.25000002350331146,-25875.756666666653,-0.2449155596859669
Enterprise Services,Headcount Cost,2026-05-01,107006.2,106449.16,97389.11333333333,-557.0399999999936,-0.005205679670897514,9060.046666666676,0.0930293577646291
Enterprise Services,Headcount Cost,2026-06-01,107648.24,108065.9,96882.17333333334,417.65999999998894,0.003879859066901502,11183.726666666655,0.11543637267702349
Enterprise Services,Headcount Cost,2026-07-01,108294.13,110872.21,98097.01666666668,2578.0800000000017,0.02380627648054425,12775.193333333329,0.1302301921855931
Enterprise Services,Headcount Cost,2026-08-01,108943.89,105378.29,108462.42333333334,-3565.600000000006,-0.03272877441773014,-3084.133333333346,-0.028435039883398135
Enterprise Services,Headcount Cost,2026-09-01,109597.56,118770.38,108105.46666666667,9172.820000000007,0.0836954764321396,10664.91333333333,0.09865285875151546
Enterprise Services,Opex: Marketing,2025-04-01,66000.0,88329.35,,22329.350000000006,0.33832348484848496,,
Enterprise Services,Opex: Marketing,2025-05-01,66330.0,77929.11,,11599.11,0.17486974219810042,,
Enterprise Services,Opex: Marketing,2025-06-01,66661.65,52802.33,,-13859.319999999992,-0.20790544488472748,,
Enterprise Services,Opex: Marketing,2025-07-01,66994.96,63468.67,73020.26333333334,-3526.290000000008,-0.05263515345034922,-9551.593333333338,-0.13080743477643814
Enterprise Services,Opex: Marketing,2025-08-01,67329.93,81471.69,64733.369999999995,14141.76000000001,0.2100367548280536,16738.320000000007,0.25857328299144644
Enterprise Services,Opex: Marketing,2025-09-01,67666.58,61837.08,65914.23,-5829.5,-0.08615035664577698,-4077.149999999994,-0.06185538388296419
Enterprise Services,Opex: Marketing,2025-10-01,68004.92,73892.3,68925.81333333334,5887.380000000005,0.08657285384645706,4966.486666666664,0.0720555395211392
Enterprise Services,Opex: Marketing,2025-11-01,68344.94,77653.19,72400.35666666667,9308.25,0.1361951594368215,5252.8333333333285,0.07255258917462969
Enterprise Services,Opex: Marketing,2025-12-01,68686.66,60510.23,71127.52333333333,-8176.43,-0.11903956314079037,-10617.293333333328,-0.1492712361651656
Enterprise Services,Opex: Marketing,2026-01-01,69030.1,69794.34,70685.24,764.2399999999907,0.01107111245673975,-890.9000000000087,-0.012603762822337572
Enterprise Services,Opex: Marketing,2026-02-01,69375.25,37033.19,69319.25333333334,-32342.059999999998,-0.466190175891258,-32286.06333333334,-0.4657589598964713
Enterprise Services,Opex: Marketing,2026-03-01,69722.12,60403.19,55779.253333333334,-9318.929999999993,-0.13365815612032442,4623.936666666668,0.08289706997392582
Enterprise Services,Opex: Marketing,2026-04-01,70070.74,68817.5,55743.573333333334,-1253.2400000000052,-0.0178853541435413,13073.926666666666,0.23453693197039394
Enterprise Services,Opex: Marketing,2026-05-01,70421.09,58648.97,55417.96,-11772.119999999995,-0.16716753461214526,3231.010000000002,0.05830257916386677
Enterprise Services,Opex: Marketing,2026-06-01,70773.19,89518.3,62623.22,18745.11,0.2648617364852425,26895.08,0.4294745623109128
Enterprise Services,Opex: Marketing,2026-07-01,71127.06,57291.34,72328.25666666667,-13835.720000000001,-0.19452118504546653,-15036.916666666672,-0.20789823175147276
Enterprise Services,Opex: Marketing,2026-08-01,71482.7,68194.01,68486.20333333332,-3288.6900000000023,-0.04600679604995338,-292.19333333332906,-0.004266455418928354
Enterprise Services,Opex: Marketing,2026-09-01,71840.11,74685.77,71667.88333333333,2845.6600000000035,0.03961101952655701,3017.8866666666727,0.04210933163227702
Enterprise Services,Opex: Other,2025-04-01,27500.0,28547.73,,1047.7299999999996,0.03809927272727271,,
Enterprise Services,Opex: Other,2025-05-01,27582.5,26140.76,,-1441.7400000000016,-0.05227009879452557,,
Enterprise Services,Opex: Other,2025-06-01,27665.25,27366.12,,-299.130000000001,-0.010812481361997488,,
Enterprise Services,Opex: Other,2025-07-01,27748.24,26657.73,27351.536666666667,-1090.510000000002,-0.039300150207724954,-693.8066666666673,-0.025366277409642212
Enterprise Services,Opex: Other,2025-08-01,27831.49,26469.51,26721.536666666667,-1361.9800000000032,-0.04893665412811183,-252.02666666666846,-0.00943159331779953
Enterprise Services,Opex: Other,2025-09-01,27914.98,30565.8,26831.12,2650.8199999999997,0.09496048358264988,3734.6800000000003,0.13919210230508455
Enterprise Services,Opex: Other,2025-10-01,27998.73,29278.31,27897.680000000004,1279.5800000000017,0.04570135859733644,1380.6299999999974,0.049489061456006275
Enterprise Services,Opex: Other,2025-11-01,28082.72,26417.67,28771.206666666665,-1665.050000000003,-0.059290909142704226,-2353.536666666667,-0.08180180601856347
Enterprise Services,Opex: Other,2025-12-01,28166.97,30982.54,28753.926666666666,2815.5699999999997,0.0999599885965725,2228.6133333333346,0.07750639970564024
Enterprise Services,Opex: Other,2026-01-01,28251.47,29402.15,28892.84,1150.6800000000003,0.04072991600083112,509.3100000000013,0.01762755063192131
Enterprise Services,Opex: Other,2026-02-01,28336.23,30922.93,28934.12,2586.7000000000007,0.09128596147052734,1988.8100000000013,0.06873580395740397
Enterprise Services,Opex: Other,2026-03-01,28421.24,30494.93,30435.873333333337,2073.6899999999987,0.07296268565340565,59.05666666666366,0.0019403637943907744
Enterprise Services,Opex: Other,2026-04-01,28506.5,26428.39,30273.336666666666,-2078.1100000000006,-0.07289951414589657,-3844.9466666666667,-0.1270076935688512
Enterprise Services,Opex: Other,2026-05-01,28592.02,27276.27,29282.083333333332,-1315.75,-0.04601808476630892,-2005.8133333333317,-0.0684996798383539
Enterprise Services,Opex: Other,2026-06-01,28677.8,31107.65,28066.53,2429.850000000002,0.08472930280565463,3041.1200000000026,0.10835397179487463
Enterprise Services,Opex: Other,2026-07-01,28763.83,30807.13,28270.77,2043.2999999999993,0.07103713239857137,2536.3600000000006,0.08971669324889278
Enterprise Services,Opex: Other,2026-08-01,28850.12,29078.32,29730.350000000002,228.20000000000073,0.007909845782270601,-652.0300000000025,-0.021931460611799136
Enterprise Services,Opex: Other,2026-09-01,28936.67,29565.54,30331.033333333336,628.8700000000026,0.021732631985643222,-765.4933333333356,-0.02523795760337879
Enterprise Services,Opex: Salaries,2025-04-01,165000.0,170484.3,,5484.299999999988,0.03323818181818175,,
Enterprise Services,Opex: Salaries,2025-05-01,165660.0,156867.45,,-8792.549999999988,-0.0530758783049619,,
Enterprise Services,Opex: Salaries,2025-06-01,166322.64,170463.23,,4140.5899999999965,0.02489492711274903,,
Enterprise Services,Opex: Salaries,2025-07-01,166987.93,165369.32,165938.32666666666,-1618.609999999986,-0.009692976013296207,-569.0066666666535,-0.003429024976307383
Enterprise Services,Opex: Salaries,2025-08-01,167655.88,161042.65,164233.33333333334,-6613.2300000000105,-0.039445261329337275,-3190.683333333349,-0.01942774507814095
Enterprise Services,Opex: Salaries,2025-09-01,168326.51,168976.77,165625.06666666668,650.2599999999802,0.0038630872819734705,3351.7033333333093,0.02023669122548263
Enterprise Services,Opex: Salaries,2025-10-01,168999.81,168319.05,165129.58,-680.7600000000093,-0.004028170209185497,3189.470000000001,0.0193149525360629
Enterprise Services,Opex: Salaries,2025-11-01,169675.81,164923.78,166112.82333333333,-4752.029999999999,-0.028006526092316866,-1189.0433333333349,-0.007158046618395735
Enterprise Services,Opex: Salaries,2025-12-01,170354.51,169007.7,167406.53333333333,-1346.8099999999977,-0.007905925120503107,1601.166666666686,0.009564541089196953
Enterprise Services,Opex: Salaries,2026-01-01,171035.93,167348.5,167416.84333333332,-3687.429999999993,-0.021559388135580594,-68.34333333332324,-0.0004082225657381979
Enterprise Services,Opex: Salaries,2026-02-01,171720.08,170587.67,167093.32666666666,-1132.4099999999744,-0.006594511253430435,3494.3433333333523,0.020912524773082017
Enterprise Services,Opex: Salaries,2026-03-01,172406.96,174107.56,168981.29,1700.6000000000058,0.009863870924932532,5126.2699999999895,0.030336317115344482
Enterprise Services,Opex: Salaries,2026-04-01,173096.58,179601.64,170681.24333333332,6505.060000000027,0.03758052296584963,8920.396666666697,0.052263485386297166
Enterprise Services,Opex: Salaries,2026-05-01,173788.97,165597.52,174765.62333333332,-8191.450000000012,-0.047134464287348105,-9168.103333333333,-0.052459420556907006
Enterprise Services,Opex: Salaries,2026-06-01,174484.13,183904.7,173102.24,9420.570000000007,0.05399098473884133,10802.460000000021,0.06240508499485634
Enterprise Services,Opex: Salaries,2026-07-01,175182.06,163171.12,176367.95333333337,-12010.940000000002,-0.06856261423116045,-13196.833333333372,-0.07482557394308201
Enterprise Services,Opex: Salaries,2026-08-01,175882.79,173323.07,170891.11333333334,-2559.720000000001,-0.014553555808388081,2431.956666666665,0.014231030620784757
Enterprise Services,Opex: Salaries,2026-09-01,176586.32,177937.12,173466.29666666666,1350.7999999999884,0.007649516678302081,4470.823333333334,0.0257734408311286
Enterprise Services,Revenue,2025-04-01,550000.0,524496.77,,-25503.22999999998,-0.046369509090909054,,
Enterprise Services,Revenue,2025-05-01,555500.0,547606.84,,-7893.160000000033,-0.014209108910891147,,
Enterprise Services,Revenue,2025-06-01,561055.0,544716.06,,-16338.939999999944,-0.02912181515181211,,
Enterprise Services,Revenue,2025-07-01,566665.55,569449.27,538939.89,2783.719999999972,0.004912456739252937,30509.380000000005,0.05660998669072353
Enterprise Services,Revenue,2025-08-01,572332.21,651817.42,553924.0566666666,79485.21000000008,0.1388794979754854,97893.3633333334,0.1767270479683146
Enterprise Services,Revenue,2025-09-01,578055.53,513292.55,588660.9166666667,-64762.98000000004,-0.11203591461187135,-75368.36666666676,-0.12803358356699704
Enterprise Services,Revenue,2025-10-01,583836.08,607875.89,578186.4133333333,24039.810000000056,0.04117561559402094,29689.476666666684,0.05134931569128769
Enterprise Services,Revenue,2025-11-01,589674.44,532615.8,590995.2866666667,-57058.6399999999,-0.09676295279137401,-58379.48666666669,-0.09878164510573144
Enterprise Services,Revenue,2025-12-01,595571.19,578707.05,551261.4133333333,-16864.139999999898,-0.028315909639618227,27445.636666666716,0.04978697221107885
Enterprise Services,Revenue,2026-01-01,601526.9,640828.88,573066.2466666667,39301.97999999998,0.06533702815285564,67762.6333333333,0.1182457241679923
Enterprise Services,Revenue,2026-02-01,607542.17,609885.34,584050.5766666667,2343.1699999999255,0.0038568022364602697,25834.763333333307,0.044233777630662115
Enterprise Services,Revenue,2026-03-01,613617.59,573938.2,609807.09,-39679.390000000014,-0.06466468798588387,-35868.890000000014,-0.058820060619498564
Enterprise Services,Revenue,2026-04-01,619753.77,593155.04,608217.4733333333,-26598.72999999998,-0.04291822218362622,-15062.433333333232,-0.024764880973878686
Enterprise Services,Revenue,2026-05-01,625951.3,651475.01,592326.1933333334,25523.709999999963,0.04077587186095781,59148.81666666665,0.099858519397572
Enterprise Services,Revenue,2026-06-01,632210.82,604506.08,606189.4166666666,-27704.73999999999,-0.043821995960145056,-1683.3366666666698,-0.0027769153013641416
Enterprise Services,Revenue,2026-07-01,638532.93,646825.88,616378.71,8292.949999999953,0.012987505593485918,30447.170000000042,0.049396855384573626
Enterprise Services,Revenue,2026-08-01,644918.25,646681.66,634268.99,1763.4100000000326,0.002734315550846999,12412.670000000042,0.019570040780332084
Enterprise Services,Revenue,2026-09-01,651367.44,625901.56,632671.2066666667,-25465.87999999989,-0.03909602850274477,-6769.646666666609,-0.010700102352268594
Logistics,COGS,2025-04-01,154000.0,155886.24,,1886.2399999999907,0.012248311688311628,,
Logistics,COGS,2025-05-01,155232.0,151297.31,,-3934.6900000000023,-0.02534715780251496,,
Logistics,COGS,2025-06-01,156473.86,152788.6,,-3685.25999999998,-0.023551921068477383,,
Logistics,COGS,2025-07-01,157725.65,159555.66,153324.05000000002,1830.0100000000093,0.011602488244619753,6231.609999999986,0.040643395475138996
Logistics,COGS,2025-08-01,158987.45,147476.09,154547.19,-11511.360000000015,-0.07240420548917549,-7071.100000000006,-0.04575366268387025
Logistics,COGS,2025-09-01,160259.35,148981.39,153273.44999999998,-11277.959999999992,-0.07037317947439567,-4292.059999999969,-0.028002631897435393
Logistics,COGS,2025-10-01,161541.43,155738.5,152004.38,-5802.929999999993,-0.03592223988607748,3734.1199999999953,0.024565871062399616
Logistics,COGS,2025-11-01,162833.76,161095.94,150731.99333333332,-1737.820000000007,-0.010672356887171351,10363.946666666685,0.06875744450448246
Logistics,COGS,2025-12-01,164136.43,166687.99,155271.94333333336,2551.5599999999977,0.015545360649064914,11416.046666666633,0.07352291999179138
Logistics,COGS,2026-01-01,165449.52,177654.37,161174.14333333334,12204.850000000006,0.07376781751920469,16480.226666666655,0.10225105792920498
Logistics,COGS,2026-02-01,166773.12,173924.84,168479.43333333335,7151.720000000001,0.04288292981506853,5445.406666666648,0.032320898515209355
Logistics,COGS,2026-03-01,168107.3,166762.96,172755.7333333333,-1344.3399999999965,-0.007996916255272653,-5992.773333333316,-0.03468928768789526
Logistics,COGS,2026-04-01,169452.16,169291.04,172780.7233333333,-161.11999999999534,-0.0009508288357020373,-3489.6833333332906,-0.020197179789558456
Logistics,COGS,2026-05-01,170807.78,162245.79,169992.94666666666,-8561.98999999999,-0.050126463794564806,-7747.156666666648,-0.04557340065325052
Logistics,COGS,2026-06-01,172174.24,172014.86,166099.93000000002,-159.38000000000466,-0.0009256901613156804,5914.929999999964,0.035610671238693256
Logistics,COGS,2026-07-01,173551.63,171046.77,167850.56333333335,-2504.860000000015,-0.01443293848637443,3196.206666666636,0.01904197759717559
Logistics,COGS,2026-08-01,174940.05,177762.87,168435.80666666667,2822.820000000007,0.016135927707806228,9327.063333333324,0.05537458761242804
Logistics,COGS,2026-09-01,176339.57,169045.89,173608.16666666666,-7293.679999999993,-0.041361561673310156,-4562.276666666643,-0.026279159294541502
Logistics,Headcount Cost,2025-04-01,63000.0,63837.43,,837.4300000000003,0.013292539682539687,,
Logistics,Headcount Cost,2025-05-01,63378.0,61480.5,,-1897.5,-0.02993941115213481,,
Logistics,Headcount Cost,2025-06-01,63758.27,67714.22,,3955.9500000000044,0.062046068690383295,,
Logistics,Headcount Cost,2025-07-01,64140.82,64437.6,64344.049999999996,296.77999999999884,0.004627006639453609,93.55000000000291,0.0014539028861254913
Logistics,Headcount Cost,2025-08-01,64525.66,67569.46,64544.10666666667,3043.800000000003,0.04717193129059048,3025.35333333334,0.046872650185671584
Logistics,Headcount Cost,2025-09-01,64912.82,65088.13,66573.76,175.30999999999767,0.0027006991839207983,-1485.6299999999974,-0.022315548949015312
Logistics,Headcount Cost,2025-10-01,65302.29,70685.16,65698.39666666667,5382.870000000003,0.08243003423004006,4986.763333333336,0.07590388177408088
Logistics,Headcount Cost,2025-11-01,65694.11,70306.73,67780.91666666667,4612.619999999995,0.07021360058002149,2525.8133333333244,0.03726437259258062
Logistics,Headcount Cost,2025-12-01,66088.27,65430.13,68693.34000000001,-658.1400000000067,-0.00995849944324472,-3263.2100000000137,-0.04750402295186132
Logistics,Headcount Cost,2026-01-01,66484.8,69068.59,68807.34,2583.7899999999936,0.03886286790364103,261.25,0.003796833302958667
Logistics,Headcount Cost,2026-02-01,66883.71,68610.32,68268.48333333332,1726.6100000000006,0.025815105053233447,341.8366666666843,0.005007239797574005
Logistics,Headcount Cost,2026-03-01,67285.01,70968.55,67703.01333333332,3683.540000000008,0.054745328862996503,3265.5366666666814,0.04823325441349162
Logistics,Headcount Cost,2026-04-01,67688.72,65076.15,69549.15333333334,-2612.5699999999997,-0.0385968297228844,-4473.003333333334,-0.06431427442251154
Logistics,Headcount Cost,2026-05-01,68094.85,69963.52,68218.34000000001,1868.6699999999983,0.027442163394147987,1745.179999999993,0.025582270105077208
Logistics,Headcount Cost,2026-06-01,68503.42,71403.65,68669.40666666666,2900.229999999996,0.04233701032736754,2734.243333333332,0.03981748883612506
Logistics,Headcount Cost,2026-07-01,68914.44,64066.34,68814.43999999999,-4848.100000000006,-0.0703495522854137,-4748.099999999991,-0.06899859971250209
Logistics,Headcount Cost,2026-08-01,69327.93,66046.62,68477.83666666666,-3281.3099999999977,-0.047330275114228826,-2431.21666666666,-0.0355037014165799
Logistics,Headcount Cost,2026-09-01,69743.9,64054.94,67172.20333333332,-5688.959999999992,-0.08156928419546358,-3117.2633333333215,-0.04640704307203245
Logistics,Opex: Marketing,2025-04-01,42000.0,46111.88,,4111.879999999997,0.0979019047619047,,
Logistics,Opex: Marketing,2025-05-01,42210.0,52758.74,,10548.739999999998,0.24991092158256334,,
Logistics,Opex: Marketing,2025-06-01,42421.05,42577.41,,156.36000000000058,0.0036859059358502577,,
Logistics,Opex: Marketing,2025-07-01,42633.16,46054.75,47149.34333333333,3421.5899999999965,0.08025654209071052,-1094.5933333333305,-0.023215452346702827
Logistics,Opex: Marketing,2025-08-01,42846.32,48138.77,47130.299999999996,5292.449999999997,0.12352169334495931,1008.4700000000012,0.021397487391338506
Logistics,Opex: Marketing,2025-09-01,43060.55,41330.25,45590.31,-1730.300000000003,-0.04018295168083089,-4260.059999999998,-0.09344222489384253
Logistics,Opex: Marketing,2025-10-01,43275.86,45596.04,45174.59,2320.1800000000003,0.053613723678743765,421.45000000000437,0.009329359713060028
Logistics,Opex: Marketing,2025-11-01,43492.23,44444.23,45021.68666666667,952.0,0.021888967293698207,-577.4566666666651,-0.012826189097313511
Logistics,Opex: Marketing,2025-12-01,43709.7,45224.3,43790.17333333334,1514.6000000000058,0.034651347412588185,1434.1266666666634,0.03274996551737779
Logistics,Opex: Marketing,2026-01-01,43928.24,39713.26,45088.19,-4214.979999999996,-0.09595148815431705,-5374.93,-0.11920926522000551
Logistics,Opex: Marketing,2026-02-01,44147.89,45193.15,43127.263333333336,1045.260000000002,0.023676329718136067,2065.8866666666654,0.04790210430695074
Logistics,Opex: Marketing,2026-03-01,44368.62,48570.32,43376.90333333333,4201.699999999997,0.09469981261531228,5193.4166666666715,0.11972769533033376
Logistics,Opex: Marketing,2026-04-01,44590.47,55188.35,44492.24333333334,10597.879999999997,0.23767141274806022,10696.10666666666,0.24040385166762757
Logistics,Opex: Marketing,2026-05-01,44813.42,52157.92,49650.60666666667,7344.5,0.16389063811688553,2507.3133333333317,0.05049914797952784
Logistics,Opex: Marketing,2026-06-01,45037.49,60484.33,51972.19666666666,15446.840000000004,0.3429773728509294,8512.133333333339,0.16378244290745467
Logistics,Opex: Marketing,2026-07-01,45262.67,40958.1,55943.53333333333,-4304.57,-0.09510199022726674,-14985.433333333334,-0.26786712315870886
Logistics,Opex: Marketing,2026-08-01,45488.99,52350.92,51200.11666666666,6861.93,0.15084815028867427,1150.803333333337,0.022476576388009605
Logistics,Opex: Marketing,2026-09-01,45716.43,47888.02,51264.450000000004,2171.5899999999965,0.04750130314199942,-3376.4300000000076,-0.06586299082502606
Logistics,Opex: Other,2025-04-01,17500.0,14677.01,,-2822.99,-0.16131371428571428,,
Logistics,Opex: Other,2025-05-01,17552.5,20104.41,,2551.91,0.14538726677111521,,
Logistics,Opex: Other,2025-06-01,17605.16,17579.56,,-25.599999999998545,-0.0014541191332540315,,
Logistics,Opex: Other,2025-07-01,17657.97,20020.29,17453.66,2362.3199999999997,0.13378208253836651,2566.630000000001,0.1470539703420372
Logistics,Opex: Other,2025-08-01,17710.95,15064.17,19234.753333333334,-2646.7800000000007,-0.1494431411076199,-4170.583333333334,-0.2168254128897936
Logistics,Opex: Other,2025-09-01,17764.08,28422.53,17554.673333333336,10658.449999999997,0.6000001125867479,10867.856666666663,0.6190862376248525
Logistics,Opex: Other,2025-10-01,17817.37,18004.89,21168.99666666667,187.52000000000044,0.010524561144546049,-3164.10666666667,-0.14946890098239593
Logistics,Opex: Other,2025-11-01,17870.82,18133.49,20497.196666666667,262.6700000000019,0.01469826230693398,-2363.706666666665,-0.11531853380275246
Logistics,Opex: Other,2025-12-01,17924.44,17296.96,21520.303333333333,-627.4799999999996,-0.03500695140266583,-4223.343333333334,-0.19624924741612226
Logistics,Opex: Other,2026-01-01,17978.21,19277.76,17811.78,1299.5499999999993,0.07228472689995274,1465.9799999999996,0.08230395839158128
Logistics,Opex: Other,2026-02-01,18032.14,16287.32,18236.07,-1744.8199999999997,-0.09676167110503799,-1948.75,-0.10686238866159212
Logistics,Opex: Other,2026-03-01,18086.24,18009.59,17620.68,-76.65000000000146,-0.00423802846805093,388.90999999999985,0.022071225401062832
Logistics,Opex: Other,2026-04-01,18140.5,18540.13,17858.22333333333,399.630000000001,0.022029712521705633,681.9066666666695,0.038184462918763824
Logistics,Opex: Other,2026-05-01,18194.92,19312.89,17612.346666666668,1117.9700000000012,0.06144407340070752,1700.5433333333312,0.09655404617669713
Logistics,Opex: Other,2026-06-01,18249.51,19730.66,18620.87,1481.1500000000015,0.08116108322908405,1109.7900000000009,0.05959925610350112
Logistics,Opex: Other,2026-07-01,18304.25,16428.72,19194.56,-1875.5299999999988,-0.10246418181569848,-2765.84,-0.14409499358151476
Logistics,Opex: Other,2026-08-01,18359.17,15726.25,18490.756666666668,-2632.9199999999983,-0.143411711967371,-2764.506666666668,-0.1495074926625502
Logistics,Opex: Other,2026-09-01,18414.24,20951.13,17295.210000000003,2536.8899999999994,0.13776783619633495,3655.9199999999983,0.21138338302917384
Logistics,Opex: Salaries,2025-04-01,105000.0,110847.88,,5847.880000000005,0.055694095238095286,,
