business_unit,line_item,month,budget,actual,forecast,variance_vs_budget,variance_vs_budget_pct,variance_vs_forecast,variance_vs_forecast_pct,threshold,budget_breach,forecast_breach,flagged,flag_reason
Digital Products,Opex: Other,2025-12-01,21765.39,20139.96,22653.79,-1625.4300000000003,-0.0746795715583318,-2513.829999999998,-0.1109673039257448,0.163,False,False,False,
Digital Products,Opex: Other,2026-01-01,21830.68,18741.98,21591.603333333333,-3088.7000000000007,-0.1414843697035548,-2849.623333333333,-0.1319783107044235,0.163,False,False,False,
Digital Products,Opex: Other,2026-02-01,21896.18,21137.44,20213.73,-758.7400000000016,-0.0346517063707003,923.7099999999992,0.045697157328212,0.163,False,False,False,
Digital Products,Opex: Other,2026-03-01,21961.86,24062.29,20006.46,2100.4300000000003,0.0956398957101083,4055.8300000000017,0.2027260194957029,0.163,False,True,True,20% above trend forecast
Digital Products,Opex: Other,2026-04-01,22027.75,22719.63,21313.90333333333,691.880000000001,0.0314094721430922,1405.7266666666692,0.0659535067172899,0.163,False,False,False,
Digital Products,Opex: Other,2026-05-01,22093.83,19562.46,22639.786666666667,-2531.3700000000026,-0.1145736162539497,-3077.326666666668,-0.135925603539256,0.163,False,False,False,
Digital Products,Opex: Other,2026-06-01,22160.11,22765.49,22114.79333333333,605.380000000001,0.0273184564517053,650.6966666666667,0.0294235924730926,0.163,False,False,False,
Digital Products,Opex: Other,2026-07-01,22226.59,23305.29,21682.52666666667,1078.7000000000007,0.048531961043057,1622.7633333333324,0.0748419848978239,0.163,False,False,False,
Digital Products,Opex: Other,2026-08-01,22293.27,20545.8,21877.746666666662,-1747.4700000000012,-0.0783855396718382,-1331.946666666663,-0.0608813460984097,0.163,False,False,False,
Digital Products,Opex: Other,2026-09-01,22360.15,22927.49,22205.52666666667,567.3400000000001,0.0253728172664315,721.9633333333331,0.0325127768492468,0.163,False,False,False,
Digital Products,Opex: Salaries,2025-04-01,127500.0,130656.63,,3156.6300000000047,0.0247578823529412,,,0.071,False,False,False,
Digital Products,Opex: Salaries,2025-05-01,128010.0,123578.23,,-4431.770000000004,-0.0346204983985626,,,0.071,False,False,False,
Digital Products,Opex: Salaries,2025-06-01,128522.04,130951.27,,2429.2300000000105,0.018901271719621,,,0.071,False,False,False,
Digital Products,Opex: Salaries,2025-07-01,129036.13,129343.68,128395.37666666666,307.5499999999884,0.0023834409788947,948.3033333333296,0.0073858059219317,0.071,False,False,False,
Digital Products,Opex: Salaries,2025-08-01,129552.27,131451.74,127957.72666666668,1899.4699999999864,0.0146618040733673,3494.013333333321,0.027305997256698,0.071,False,False,False,
Digital Products,Opex: Salaries,2025-09-01,130070.48,136171.28,130582.23,6100.800000000003,0.0469038016927438,5589.050000000003,0.0428009997991304,0.071,False,False,False,
Digital Products,Opex: Salaries,2025-10-01,130590.76,128323.49,132322.2333333333,-2267.269999999989,-0.0173616418190688,-3998.743333333303,-0.0302197388345166,0.071,False,False,False,
Digital Products,Opex: Salaries,2025-11-01,131113.13,126837.25,131982.17,-4275.880000000005,-0.0326121418960862,-5144.920000000013,-0.0389819321806878,0.071,False,False,False,
Digital Products,Opex: Salaries,2025-12-01,131637.58,126808.4,130444.00666666668,-4829.179999999993,-0.0366854206830602,-3635.606666666674,-0.0278710134683076,0.071,False,False,False,
Digital Products,Opex: Salaries,2026-01-01,132164.13,127607.86,127323.04666666668,-4556.270000000004,-0.0344743312727894,284.8133333333244,0.0022369346382275,0.071,False,False,False,
Digital Products,Opex: Salaries,2026-02-01,132692.79,131058.93,127084.50333333334,-1633.8600000000151,-0.0123131030706341,3974.426666666652,0.0312738891243255,0.071,False,False,False,
Digital Products,Opex: Salaries,2026-03-01,133223.56,133254.81,128491.73,31.25,0.0002345681199331,4763.080000000002,0.0370691561238999,0.071,False,False,False,
Digital Products,Opex: Salaries,2026-04-01,133756.45,133529.16,130640.53333333333,-227.29000000000812,-0.0016992825392719,2888.626666666678,0.0221112589864912,0.071,False,False,False,
Digital Products,Opex: Salaries,2026-05-01,134291.48,136281.07,132614.30000000002,1989.5899999999965,0.0148154596255845,3666.7699999999895,0.0276498839114634,0.071,False,False,False,
Digital Products,Opex: Salaries,2026-06-01,134828.64,133532.95,134355.01333333334,-1295.6900000000023,-0.0096099018724805,-822.0633333333244,-0.0061185906870017,0.071,False,False,False,
Digital Products,Opex: Salaries,2026-07-01,135367.96,139917.14,134447.72666666668,4549.180000000022,0.0336060320329864,5469.41333333333,0.0406805936324496,0.071,False,False,False,
Digital Products,Opex: Salaries,2026-08-01,135909.43,133471.25,136577.05333333334,-2438.179999999993,-0.0179397411938229,-3105.803333333344,-0.0227403012258087,0.071,False,False,False,
Digital Products,Opex: Salaries,2026-09-01,136453.07,146223.8,135640.44666666668,9770.72999999998,0.0716050580613538,10583.353333333303,0.0780250551617664,0.071,True,True,True,7% over budget; 8% above trend forecast
Digital Products,Revenue,2025-04-01,425000.0,431567.53,,6567.530000000028,0.0154530117647059,,,0.112,False,False,False,
Digital Products,Revenue,2025-05-01,429250.0,427332.65,,-1917.3499999999767,-0.0044667443214909,,,0.112,False,False,False,
Digital Products,Revenue,2025-06-01,433542.5,383630.37,,-49912.130000000005,-0.1151262678976109,,,0.112,True,False,True,12% under budget
Digital Products,Revenue,2025-07-01,437877.93,437181.33,414176.85,-696.5999999999767,-0.0015908543278259,23004.47999999998,0.0555426504402647,0.112,False,False,False,
Digital Products,Revenue,2025-08-01,442256.7,443854.94,416048.1166666667,1598.2399999999907,0.0036138288012369,27806.823333333305,0.0668355947771585,0.112,False,False,False,
Digital Products,Revenue,2025-09-01,446679.27,512696.02,421555.5466666667,66016.75,0.1477945237978024,91140.47333333331,0.2162003893769191,0.112,True,True,True,15% over budget; 22% above trend forecast
Digital Products,Revenue,2025-10-01,451146.06,445939.09,464577.43,-5206.969999999972,-0.0115416501697919,-18638.339999999967,-0.0401189097800122,0.112,False,False,False,
Digital Products,Revenue,2025-11-01,455657.52,463901.66,467496.68333333335,8244.139999999956,0.0180928430633602,-3595.0233333333745,-0.0076899440391752,0.112,False,False,False,
Digital Products,Revenue,2025-12-01,460214.1,459255.61,474178.9233333333,-958.4899999999908,-0.002082704549904,-14923.313333333354,-0.0314719035346974,0.112,False,False,False,
Digital Products,Revenue,2026-01-01,464816.24,432223.01,456365.4533333333,-32593.22999999998,-0.0701206782275937,-24142.4433333333,-0.052901557637623,0.112,False,False,False,
Digital Products,Revenue,2026-02-01,469464.4,375571.52,451793.4266666666,-93892.88,-0.2,-76221.90666666656,-0.1687096406626188,0.112,True,True,True,20% under budget; 17% below trend forecast
Digital Products,Revenue,2026-03-01,474159.05,495551.2,422350.0466666667,21392.150000000023,0.0451159795431512,73201.15333333332,0.1733186817689787,0.112,False,True,True,17% above trend forecast
Digital Products,Revenue,2026-04-01,478900.64,501630.18,434448.57666666666,22729.53999999998,0.0474619119322955,67181.60333333333,0.154636490810462,0.112,False,True,True,15% above trend forecast
Digital Products,Revenue,2026-05-01,483689.64,457297.97,457584.3,-26391.67000000004,-0.0545632319104458,-286.3300000000163,-0.0006257426227255,0.112,False,False,False,
Digital Products,Revenue,2026-06-01,488526.54,529644.68,484826.45,41118.14000000007,0.0841676687616604,44818.23000000004,0.0924418005659551,0.112,False,False,False,
Digital Products,Revenue,2026-07-01,493411.81,451910.41,496190.94333333336,-41501.40000000002,-0.0841110795463124,-44280.53333333338,-0.0892409140639764,0.112,False,False,False,
Digital Products,Revenue,2026-08-01,498345.92,515893.39,479617.6866666667,17547.47000000003,0.0352114250278201,36275.70333333331,0.0756346238718774,0.112,False,False,False,
Digital Products,Revenue,2026-09-01,503329.38,569480.62,499149.49333333335,66151.23999999999,0.1314273369061031,70331.12666666665,0.1409019293939247,0.112,True,True,True,13% over budget; 14% above trend forecast
Enterprise Services,COGS,2025-04-01,242000.0,267941.72,,25941.71999999997,0.1071971900826445,,,0.084,True,False,True,11% over budget
Enterprise Services,COGS,2025-05-01,243936.0,251667.78,,7731.779999999999,0.0316959366391184,,,0.084,False,False,False,
Enterprise Services,COGS,2025-06-01,245887.49,220989.63,,-24897.859999999982,-0.1012571237357377,,,0.084,True,False,True,10% under budget
Enterprise Services,COGS,2025-07-01,247854.59,250165.27,246866.37666666668,2310.679999999993,0.0093227242634481,3298.893333333312,0.0133630726787377,0.084,False,False,False,
Enterprise Services,COGS,2025-08-01,249837.42,241570.47,240940.8933333333,-8266.950000000012,-0.0330893186457017,629.5766666666896,0.0026129921656582,0.084,False,False,False,
Enterprise Services,COGS,2025-09-01,251836.12,262569.8,237575.1233333333,10733.679999999991,0.0426216858804844,24994.676666666663,0.1052074658153392,0.084,False,True,True,11% above trend forecast
Enterprise Services,COGS,2025-10-01,253850.81,243791.71,251435.18,-10059.100000000006,-0.0396260307382907,-7643.469999999972,-0.0303993657530341,0.084,False,False,False,
Enterprise Services,COGS,2025-11-01,255881.62,254413.67,249310.66,-1467.9499999999823,-0.0057368325243524,5103.010000000009,0.0204684789651594,0.084,False,False,False,
Enterprise Services,COGS,2025-12-01,257928.67,264441.21,253591.72666666663,6512.540000000008,0.0252493838703545,10849.483333333366,0.0427832700851256,0.084,False,False,False,
Enterprise Services,COGS,2026-01-01,259992.1,271246.58,254215.53,11254.48000000001,0.0432877768209111,17031.050000000017,0.0669945301925496,0.084,False,False,False,
Enterprise Services,COGS,2026-02-01,262072.04,246343.83,263367.1533333333,-15728.21000000002,-0.0600148340891306,-17023.323333333334,-0.0646372302615413,0.084,False,False,False,
Enterprise Services,COGS,2026-03-01,264168.61,259750.38,260677.2066666667,-4418.229999999981,-0.0167250378460937,-926.8266666666603,-0.0035554572588765,0.084,False,False,False,
Enterprise Services,COGS,2026-04-01,266281.96,259958.5,259113.59666666665,-6323.460000000021,-0.0237472339470537,844.90333333335,0.0032607448787037,0.084,False,False,False,
Enterprise Services,COGS,2026-05-01,268412.22,259644.14,255350.9033333333,-8768.079999999958,-0.0326664709974827,4293.236666666693,0.0168130858776024,0.084,False,False,False,
Enterprise Services,COGS,2026-06-01,270559.52,294442.54,259784.34,23883.01999999996,0.0882727024353087,34658.19999999998,0.1334114288798161,0.084,True,True,True,9% over budget; 13% above trend forecast
Enterprise Services,COGS,2026-07-01,272723.99,278246.4,271348.3933333333,5522.410000000033,0.0202490803980978,6898.006666666712,0.0254212180213389,0.084,False,False,False,
Enterprise Services,COGS,2026-08-01,274905.79,257574.57,277444.36,-17331.219999999972,-0.0630442159839557,-19869.78999999998,-0.0716172064193338,0.084,False,False,False,
Enterprise Services,COGS,2026-09-01,277105.03,289822.24,276754.50333333336,12717.209999999965,0.045893104141776,13067.736666666637,0.0472177923367966,0.084,False,False,False,
Enterprise Services,Headcount Cost,2025-04-01,99000.0,104059.55,,5059.550000000003,0.0511065656565656,,,0.075,False,False,False,
Enterprise Services,Headcount Cost,2025-05-01,99594.0,97237.32,,-2356.679999999993,-0.0236628712573045,,,0.075,False,False,False,
Enterprise Services,Headcount Cost,2025-06-01,100191.56,102384.15,,2192.5899999999965,0.0218839790497323,,,0.075,False,False,False,
Enterprise Services,Headcount Cost,2025-07-01,100792.71,99977.53,101227.00666666668,-815.1800000000076,-0.0080876880877595,-1249.4766666666692,-0.0123433133885022,0.075,False,False,False,
Enterprise Services,Headcount Cost,2025-08-01,101397.47,100514.58,99866.33333333331,-882.8899999999994,-0.0087072192235171,648.2466666666733,0.006491143161359,0.075,False,False,False,
Enterprise Services,Headcount Cost,2025-09-01,102005.85,106489.12,100958.75333333334,4483.2699999999895,0.0439511067257416,5530.366666666654,0.0547784762001484,0.075,False,False,False,
Enterprise Services,Headcount Cost,2025-10-01,102617.89,106005.99,102327.07666666666,3388.100000000006,0.0330166601554563,3678.913333333345,0.0359524912972693,0.075,False,False,False,
Enterprise Services,Headcount Cost,2025-11-01,103233.6,106592.86,104336.56333333334,3359.2599999999948,0.0325403744517288,2256.2966666666616,0.0216251771630456,0.075,False,False,False,
Enterprise Services,Headcount Cost,2025-12-01,103853.0,109276.11,106362.65666666666,5423.110000000001,0.0522190981483443,2913.4533333333384,0.0273916938955737,0.075,False,False,False,
Enterprise Services,Headcount Cost,2026-01-01,104476.12,104563.89,107291.65333333334,87.77000000000407,0.0008400962822892,-2727.763333333336,-0.0254238167516976,0.075,False,False,False,
Enterprise Services,Headcount Cost,2026-02-01,105102.97,107969.98,106810.95333333332,2867.0099999999948,0.0272781064131679,1159.026666666672,0.0108511967218343,0.075,False,False,False,
Enterprise Services,Headcount Cost,2026-03-01,105733.59,104421.37,107269.99333333332,-1312.2200000000012,-0.0124106256110286,-2848.6233333333366,-0.0265556400705783,0.075,False,False,False,
Enterprise Services,Headcount Cost,2026-04-01,106367.99,79775.99,105651.74666666666,-26592.0,-0.2500000235033114,-25875.756666666653,-0.2449155596859669,0.075,True,True,True,25% under budget; 24% below trend forecast
Enterprise Services,Headcount Cost,2026-05-01,107006.2,106449.16,97389.11333333331,-557.0399999999936,-0.0052056796708975,9060.046666666676,0.0930293577646291,0.075,False,True,True,9% above trend forecast
Enterprise Services,Headcount Cost,2026-06-01,107648.24,108065.9,96882.17333333334,417.65999999998894,0.0038798590669015,11183.726666666656,0.1154363726770234,0.075,False,True,True,12% above trend forecast
Enterprise Services,Headcount Cost,2026-07-01,108294.13,110872.21,98097.01666666668,2578.0800000000017,0.0238062764805442,12775.193333333327,0.1302301921855931,0.075,False,True,True,13% above trend forecast
Enterprise Services,Headcount Cost,2026-08-01,108943.89,105378.29,108462.42333333334,-3565.600000000006,-0.0327287744177301,-3084.133333333346,-0.0284350398833981,0.075,False,False,False,
Enterprise Services,Headcount Cost,2026-09-01,109597.56,118770.38,108105.46666666667,9172.820000000009,0.0836954764321396,10664.91333333333,0.0986528587515154,0.075,True,True,True,8% over budget; 10% above trend forecast
Enterprise Services,Opex: Marketing,2025-04-01,66000.0,88329.35,,22329.35000000001,0.3383234848484849,,,0.285,True,False,True,34% over budget
Enterprise Services,Opex: Marketing,2025-05-01,66330.0,77929.11,,11599.11,0.1748697421981004,,,0.285,False,False,False,
Enterprise Services,Opex: Marketing,2025-06-01,66661.65,52802.33,,-13859.319999999992,-0.2079054448847274,,,0.285,False,False,False,
Enterprise Services,Opex: Marketing,2025-07-01,66994.96,63468.67,73020.26333333334,-3526.290000000008,-0.0526351534503492,-9551.593333333338,-0.1308074347764381,0.285,False,False,False,
Enterprise Services,Opex: Marketing,2025-08-01,67329.93,81471.69,64733.37,14141.76000000001,0.2100367548280536,16738.320000000007,0.2585732829914464,0.285,False,False,False,
Enterprise Services,Opex: Marketing,2025-09-01,67666.58,61837.08,65914.23,-5829.5,-0.0861503566457769,-4077.149999999994,-0.0618553838829641,0.285,False,False,False,
Enterprise Services,Opex: Marketing,2025-10-01,68004.92,73892.3,68925.81333333334,5887.380000000005,0.086572853846457,4966.486666666664,0.0720555395211392,0.285,False,False,False,
Enterprise Services,Opex: Marketing,2025-11-01,68344.94,77653.19,72400.35666666667,9308.25,0.1361951594368215,5252.8333333333285,0.0725525891746296,0.285,False,False,False,
Enterprise Services,Opex: Marketing,2025-12-01,68686.66,60510.23,71127.52333333333,-8176.43,-0.1190395631407903,-10617.293333333328,-0.1492712361651656,0.285,False,False,False,
Enterprise Services,Opex: Marketing,2026-01-01,69030.1,69794.34,70685.24,764.2399999999907,0.0110711124567397,-890.9000000000087,-0.0126037628223375,0.285,False,False,False,
Enterprise Services,Opex: Marketing,2026-02-01,69375.25,37033.19,69319.25333333334,-32342.06,-0.466190175891258,-32286.06333333334,-0.4657589598964713,0.285,True,True,True,47% under budget; 47% below trend forecast
Enterprise Services,Opex: Marketing,2026-03-01,69722.12,60403.19,55779.25333333333,-9318.929999999991,-0.1336581561203244,4623.936666666668,0.0828970699739258,0.285,False,False,False,
Enterprise Services,Opex: Marketing,2026-04-01,70070.74,68817.5,55743.57333333333,-1253.2400000000052,-0.0178853541435413,13073.926666666666,0.2345369319703939,0.285,False,False,False,
Enterprise Services,Opex: Marketing,2026-05-01,70421.09,58648.97,55417.96,-11772.119999999995,-0.1671675346121452,3231.010000000002,0.0583025791638667,0.285,False,False,False,
Enterprise Services,Opex: Marketing,2026-06-01,70773.19,89518.3,62623.22,18745.11,0.2648617364852425,26895.08,0.4294745623109128,0.285,False,True,True,43% above trend forecast
Enterprise Services,Opex: Marketing,2026-07-01,71127.06,57291.34,72328.25666666667,-13835.72,-0.1945211850454665,-15036.916666666672,-0.2078982317514727,0.285,False,False,False,
Enterprise Services,Opex: Marketing,2026-08-01,71482.7,68194.01,68486.20333333332,-3288.6900000000023,-0.0460067960499533,-292.19333333332906,-0.0042664554189283,0.285,False,False,False,
Enterprise Services,Opex: Marketing,2026-09-01,71840.11,74685.77,71667.88333333333,2845.6600000000035,0.039611019526557,3017.8866666666727,0.042109331632277,0.285,False,False,False,
Enterprise Services,Opex: Other,2025-04-01,27500.0,28547.73,,1047.7299999999996,0.0380992727272727,,,0.163,False,False,False,
Enterprise Services,Opex: Other,2025-05-01,27582.5,26140.76,,-1441.7400000000016,-0.0522700987945255,,,0.163,False,False,False,
Enterprise Services,Opex: Other,2025-06-01,27665.25,27366.12,,-299.130000000001,-0.0108124813619974,,,0.163,False,False,False,
Enterprise Services,Opex: Other,2025-07-01,27748.24,26657.73,27351.536666666667,-1090.510000000002,-0.0393001502077249,-693.8066666666673,-0.0253662774096422,0.163,False,False,False,
Enterprise Services,Opex: Other,2025-08-01,27831.49,26469.51,26721.536666666667,-1361.9800000000032,-0.0489366541281118,-252.0266666666685,-0.0094315933177995,0.163,False,False,False,
Enterprise Services,Opex: Other,2025-09-01,27914.98,30565.8,26831.12,2650.82,0.0949604835826498,3734.68,0.1391921023050845,0.163,False,False,False,
Enterprise Services,Opex: Other,2025-10-01,27998.73,29278.31,27897.680000000004,1279.5800000000015,0.0457013585973364,1380.6299999999974,0.0494890614560062,0.163,False,False,False,
Enterprise Services,Opex: Other,2025-11-01,28082.72,26417.67,28771.206666666665,-1665.050000000003,-0.0592909091427042,-2353.536666666667,-0.0818018060185634,0.163,False,False,False,
Enterprise Services,Opex: Other,2025-12-01,28166.97,30982.54,28753.926666666663,2815.57,0.0999599885965725,2228.6133333333346,0.0775063997056402,0.163,False,False,False,
Enterprise Services,Opex: Other,2026-01-01,28251.47,29402.15,28892.84,1150.6800000000003,0.0407299160008311,509.3100000000013,0.0176275506319213,0.163,False,False,False,
Enterprise Services,Opex: Other,2026-02-01,28336.23,30922.93,28934.12,2586.7000000000007,0.0912859614705273,1988.8100000000013,0.0687358039574039,0.163,False,False,False,
Enterprise Services,Opex: Other,2026-03-01,28421.24,30494.93,30435.873333333337,2073.6899999999987,0.0729626856534056,59.05666666666366,0.0019403637943907,0.163,False,False,False,
Enterprise Services,Opex: Other,2026-04-01,28506.5,26428.39,30273.336666666662,-2078.1100000000006,-0.0728995141458965,-3844.9466666666663,-0.1270076935688512,0.163,False,False,False,
Enterprise Services,Opex: Other,2026-05-01,28592.02,27276.27,29282.08333333333,-1315.75,-0.0460180847663089,-2005.813333333332,-0.0684996798383539,0.163,False,False,False,
Enterprise Services,Opex: Other,2026-06-01,28677.8,31107.65,28066.53,2429.850000000002,0.0847293028056546,3041.1200000000026,0.1083539717948746,0.163,False,False,False,
Enterprise Services,Opex: Other,2026-07-01,28763.83,30807.13,28270.77,2043.2999999999995,0.0710371323985713,2536.3600000000006,0.0897166932488927,0.163,False,False,False,
Enterprise Services,Opex: Other,2026-08-01,28850.12,29078.32,29730.35,228.20000000000076,0.0079098457822706,-652.0300000000025,-0.0219314606117991,0.163,False,False,False,
Enterprise Services,Opex: Other,2026-09-01,28936.67,29565.54,30331.033333333336,628.8700000000026,0.0217326319856432,-765.4933333333356,-0.0252379576033787,0.163,False,False,False,
Enterprise Services,Opex: Salaries,2025-04-01,165000.0,170484.3,,5484.299999999988,0.0332381818181817,,,0.071,False,False,False,
Enterprise Services,Opex: Salaries,2025-05-01,165660.0,156867.45,,-8792.549999999988,-0.0530758783049619,,,0.071,False,False,False,
Enterprise Services,Opex: Salaries,2025-06-01,166322.64,170463.23,,4140.5899999999965,0.024894927112749,,,0.071,False,False,False,
Enterprise Services,Opex: Salaries,2025-07-01,166987.93,165369.32,165938.32666666666,-1618.609999999986,-0.0096929760132962,-569.0066666666535,-0.0034290249763073,0.071,False,False,False,
Enterprise Services,Opex: Salaries,2025-08-01,167655.88,161042.65,164233.33333333334,-6613.2300000000105,-0.0394452613293372,-3190.683333333349,-0.0194277450781409,0.071,False,False,False,
Enterprise Services,Opex: Salaries,2025-09-01,168326.51,168976.77,165625.06666666668,650.2599999999802,0.0038630872819734,3351.7033333333093,0.0202366912254826,0.071,False,False,False,
Enterprise Services,Opex: Salaries,2025-10-01,168999.81,168319.05,165129.58,-680.7600000000093,-0.0040281702091854,3189.470000000001,0.0193149525360629,0.071,False,False,False,
Enterprise Services,Opex: Salaries,2025-11-01,169675.81,164923.78,166112.82333333333,-4752.029999999999,-0.0280065260923168,-1189.0433333333349,-0.0071580466183957,0.071,False,False,False,
Enterprise Services,Opex: Salaries,2025-12-01,170354.51,169007.7,167406.53333333333,-1346.8099999999977,-0.0079059251205031,1601.166666666686,0.0095645410891969,0.071,False,False,False,
Enterprise Services,Opex: Salaries,2026-01-01,171035.93,167348.5,167416.84333333332,-3687.429999999993,-0.0215593881355805,-68.34333333332324,-0.0004082225657381,0.071,False,False,False,
Enterprise Services,Opex: Salaries,2026-02-01,171720.08,170587.67,167093.32666666666,-1132.4099999999744,-0.0065945112534304,3494.3433333333523,0.020912524773082,0.071,False,False,False,
Enterprise Services,Opex: Salaries,2026-03-01,172406.96,174107.56,168981.29,1700.6000000000058,0.0098638709249325,5126.2699999999895,0.0303363171153444,0.071,False,False,False,
Enterprise Services,Opex: Salaries,2026-04-01,173096.58,179601.64,170681.24333333332,6505.060000000027,0.0375805229658496,8920.396666666697,0.0522634853862971,0.071,False,False,False,
Enterprise Services,Opex: Salaries,2026-05-01,173788.97,165597.52,174765.62333333332,-8191.450000000012,-0.0471344642873481,-9168.103333333333,-0.052459420556907,0.071,False,False,False,
Enterprise Services,Opex: Salaries,2026-06-01,174484.13,183904.7,173102.24,9420.570000000009,0.0539909847388413,10802.46000000002,0.0624050849948563,0.071,False,False,False,
Enterprise Services,Opex: Salaries,2026-07-01,175182.06,163171.12,176367.95333333337,-12010.940000000002,-0.0685626142311604,-13196.833333333372,-0.074825573943082,0.071,False,True,True,7% below trend forecast
Enterprise Services,Opex: Salaries,2026-08-01,175882.79,173323.07,170891.11333333334,-2559.720000000001,-0.014553555808388,2431.956666666665,0.0142310306207847,0.071,False,False,False,
Enterprise Services,Opex: Salaries,2026-09-01,176586.32,177937.12,173466.29666666666,1350.7999999999884,0.007649516678302,4470.823333333334,0.0257734408311286,0.071,False,False,False,
Enterprise Services,Revenue,2025-04-01,550000.0,524496.77,,-25503.22999999998,-0.046369509090909,,,0.112,False,False,False,
Enterprise Services,Revenue,2025-05-01,555500.0,547606.84,,-7893.160000000033,-0.0142091089108911,,,0.112,False,False,False,
Enterprise Services,Revenue,2025-06-01,561055.0,544716.06,,-16338.939999999944,-0.0291218151518121,,,0.112,False,False,False,
Enterprise Services,Revenue,2025-07-01,566665.55,569449.27,538939.89,2783.719999999972,0.0049124567392529,30509.380000000005,0.0566099866907235,0.112,False,False,False,
Enterprise Services,Revenue,2025-08-01,572332.21,651817.42,553924.0566666666,79485.21000000008,0.1388794979754854,97893.3633333334,0.1767270479683146,0.112,True,True,True,14% over budget; 18% above trend forecast
Enterprise Services,Revenue,2025-09-01,578055.53,513292.55,588660.9166666667,-64762.98000000004,-0.1120359146118713,-75368.36666666676,-0.128033583566997,0.112,True,True,True,11% under budget; 13% below trend forecast
Enterprise Services,Revenue,2025-10-01,583836.08,607875.89,578186.4133333333,24039.810000000056,0.0411756155940209,29689.476666666684,0.0513493156912876,0.112,False,False,False,
Enterprise Services,Revenue,2025-11-01,589674.44,532615.8,590995.2866666667,-57058.6399999999,-0.096762952791374,-58379.48666666669,-0.0987816451057314,0.112,False,False,False,
Enterprise Services,Revenue,2025-12-01,595571.19,578707.05,551261.4133333333,-16864.139999999898,-0.0283159096396182,27445.63666666672,0.0497869722110788,0.112,False,False,False,
Enterprise Services,Revenue,2026-01-01,601526.9,640828.88,573066.2466666667,39301.97999999998,0.0653370281528556,67762.6333333333,0.1182457241679923,0.112,False,True,True,12% above trend forecast
Enterprise Services,Revenue,2026-02-01,607542.17,609885.34,584050.5766666667,2343.169999999925,0.0038568022364602,25834.763333333307,0.0442337776306621,0.112,False,False,False,
Enterprise Services,Revenue,2026-03-01,613617.59,573938.2,609807.09,-39679.390000000014,-0.0646646879858838,-35868.890000000014,-0.0588200606194985,0.112,False,False,False,
Enterprise Services,Revenue,2026-04-01,619753.77,593155.04,608217.4733333333,-26598.72999999998,-0.0429182221836262,-15062.433333333232,-0.0247648809738786,0.112,False,False,False,
Enterprise Services,Revenue,2026-05-01,625951.3,651475.01,592326.1933333334,25523.709999999963,0.0407758718609578,59148.81666666665,0.099858519397572,0.112,False,False,False,
Enterprise Services,Revenue,2026-06-01,632210.82,604506.08,606189.4166666666,-27704.73999999999,-0.043821995960145,-1683.3366666666698,-0.0027769153013641,0.112,False,False,False,
Enterprise Services,Revenue,2026-07-01,638532.93,646825.88,616378.71,8292.949999999953,0.0129875055934859,30447.17000000004,0.0493968553845736,0.112,False,False,False,
Enterprise Services,Revenue,2026-08-01,644918.25,646681.66,634268.99,1763.4100000000326,0.0027343155508469,12412.670000000042,0.019570040780332,0.112,False,False,False,
Enterprise Services,Revenue,2026-09-01,651367.44,625901.56,632671.2066666667,-25465.87999999989,-0.0390960285027447,-6769.646666666609,-0.0107001023522685,0.112,False,False,False,
Logistics,COGS,2025-04-01,154000.0,155886.24,,1886.2399999999907,0.0122483116883116,,,0.084,False,False,False,
Logistics,COGS,2025-05-01,155232.0,151297.31,,-3934.6900000000014,-0.0253471578025149,,,0.084,False,False,False,
Logistics,COGS,2025-06-01,156473.86,152788.6,,-3685.25999999998,-0.0235519210684773,,,0.084,False,False,False,
Logistics,COGS,2025-07-01,157725.65,159555.66,153324.05000000002,1830.0100000000093,0.0116024882446197,6231.609999999986,0.0406433954751389,0.084,False,False,False,
Logistics,COGS,2025-08-01,158987.45,147476.09,154547.19,-11511.360000000015,-0.0724042054891754,-7071.100000000006,-0.0457536626838702,0.084,False,False,False,
Logistics,COGS,2025-09-01,160259.35,148981.39,153273.44999999998,-11277.959999999992,-0.0703731794743956,-4292.059999999969,-0.0280026318974353,0.084,False,False,False,
Logistics,COGS,2025-10-01,161541.43,155738.5,152004.38,-5802.929999999993,-0.0359222398860774,3734.1199999999953,0.0245658710623996,0.084,False,False,False,
Logistics,COGS,2025-11-01,162833.76,161095.94,150731.99333333332,-1737.820000000007,-0.0106723568871713,10363.946666666685,0.0687574445044824,0.084,False,False,False,
Logistics,COGS,2025-12-01,164136.43,166687.99,155271.94333333336,2551.5599999999977,0.0155453606490649,11416.046666666633,0.0735229199917913,0.084,False,False,False,
Logistics,COGS,2026-01-01,165449.52,177654.37,161174.14333333334,12204.850000000006,0.0737678175192046,16480.226666666655,0.1022510579292049,0.084,False,True,True,10% above trend forecast
Logistics,COGS,2026-02-01,166773.12,173924.84,168479.43333333335,7151.720000000001,0.0428829298150685,5445.406666666648,0.0323208985152093,0.084,False,False,False,
Logistics,COGS,2026-03-01,168107.3,166762.96,172755.7333333333,-1344.3399999999965,-0.0079969162552726,-5992.773333333316,-0.0346892876878952,0.084,False,False,False,
Logistics,COGS,2026-04-01,169452.16,169291.04,172780.7233333333,-161.11999999999534,-0.000950828835702,-3489.68333333329,-0.0201971797895584,0.084,False,False,False,
